reel_id,title,caption,transcript,ocr_text,visual_description,content_language,language_confidence,programming_languages,technologies,frameworks,topics,category,intent,difficulty,duration_seconds,creator_id,created_at,quality_score,hype_score,learning_value,career_value,practical_value,entertainment_value
RL001497,Lifestyle moment that broke the internet,Lifestyle content - just for laughs,"Ee video alli navu Backend bagge nodona. First, backend basics, then a quick example with real code.",,Movie clip montage with trending audio,Kannada-English,0.76,,,,Lifestyle,entertainment,Entertainment,Intermediate,78,CR000087,2025-03-29T01:39:42,0.626,0.486,0.289,0.012,0.422,0.816
RL001498,Cricket moment that broke the internet,Cricket content - just for laughs,"Let's break down the basics of OOP step by step, starting from what it actually is.",,Funny reaction clip with captions,English,0.94,,,,Cricket,entertainment,Humor,Beginner,39,CR000052,2025-08-09T11:13:17,0.4,0.433,0.243,0.135,0.287,0.796
RL001499,Designing a Scalable Backend API: From Code to Cloud,Learn designing a scalable backend api: from code to cloud in under a minute,"Ee video lo manam Java gurinchi chuddam. First, java basics, then a quick example with real code.",public static void main(String[] args),Whiteboard diagram explaining system architecture,Telugu-English,0.95,Java,GraphQL|Elasticsearch,Flask,Mobile Development,tech_educational,Project Help,Beginner,77,CR000006,2025-11-06T13:54:21,0.655,0.019,0.703,0.523,0.495,0.231
RL001500,Microservices explained simply,Learn microservices explained simply in under a minute,"Let's break down the basics of Mobile Development step by step, starting from what it actually is.",,Person explaining AWS architecture using a whiteboard,English,0.89,,,Vue,Cloud,tech_educational,Learning,Beginner,83,CR000037,2025-09-15T10:49:55,0.707,0.219,0.784,0.574,0.531,0.308
RL001501,Explaining Consistent Hashing,Learn explaining consistent hashing in under a minute,"Aaj hum dekhenge ki Java kaise kaam karta hai. First, java basics, then a quick example with real code.",public static void main(String[] args),Terminal window running Java commands,Hindi-English,0.78,Java,Docker|MongoDB,,Generative AI,tech_educational,Interview Preparation,Advanced,33,CR000038,2025-04-11T03:01:41,0.612,0.036,0.601,0.514,0.484,0.359
RL001502,How Backend Systems Handle 1 Million Requests,Learn how backend systems handle 1 million requests in under a minute,"Let's break down the basics of Swift step by step, starting from what it actually is.",,Split-screen code and output comparison,English,0.99,Swift,MongoDB,,Hardware,tech_educational,Project Help,Beginner,20,CR000073,2025-07-08T14:42:41,0.629,0.409,0.705,0.418,0.566,0.322
RL001503,Hardware Launches update (2025),Latest in Hardware Launches,"Let's break down the basics of TypeScript step by step, starting from what it actually is.",// TypeScript example,Terminal window running TypeScript commands,English,0.77,TypeScript|Dart,GCP|Kafka,,Technology News,tech_news,News,Beginner,47,CR000091,2025-11-26T04:09:58,0.444,0.128,0.176,0.087,0.387,0.295
RL001504,Developer Tools update (2025),Latest in Developer Tools,"Here's how SQL behaves at scale, and the trade-offs engineers make in production systems.",,Split-screen code and output comparison,English,0.82,SQL|Python,Jenkins|Azure,,Technology News,tech_news,News,Advanced,25,CR000081,2025-07-08T04:36:08,0.698,0.486,0.19,0.21,0.412,0.268
RL001505,"This ONE skill will make you ₹50 LPA, guaranteed!","This ONE skill will make you ₹50 LPA, guaranteed!",Become an AI Engineer in just 7 days - no experience needed!,,Person explaining AWS architecture using a whiteboard,Tamil-English,0.87,,,,Career,hype,Promotion,Intermediate,86,CR000082,2025-02-13T04:26:50,0.089,0.665,0.149,0.105,0.0,0.313
RL001506,Designing a Scalable Backend API: From Code to Cloud,Learn designing a scalable backend api: from code to cloud in under a minute,"If you're preparing for placements, don't just memorize Kotlin answers - understand how it actually works under the hood.",// Kotlin example,Whiteboard diagram explaining system architecture,English,0.85,Kotlin,,,Generative AI,tech_educational,Learning,Intermediate,63,CR000007,2025-09-15T01:15:29,0.548,0.443,0.532,0.433,0.451,0.302
RL001507,Cricket moment that broke the internet,Cricket content - just for laughs,"Here's how PHP behaves at scale, and the trade-offs engineers make in production systems.",// PHP example,Funny reaction clip with captions,English,0.9,PHP,,,Cricket,entertainment,Humor,Advanced,44,CR000018,2025-07-08T23:03:24,0.466,0.315,0.187,0.189,0.254,0.785
RL001508,Placement Prep,Placement Prep - what nobody tells you,"Indha video la naam Web Development pathi parkalam. First, web development basics, then a quick example with real code.",,Two laptops side by side for a spec comparison,Tamil-English,0.87,,,,Career,career,Interview Preparation,Intermediate,84,CR000037,2025-03-27T18:59:25,0.394,0.274,0.286,0.651,0.33,0.262
RL001509,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,Become an AI Engineer in just 7 days - no experience needed!,,Cybersecurity terminal showing network commands,Bengali,0.87,,,,Career,hype,Motivation,Intermediate,26,CR000100,2025-11-27T18:46:17,0.363,0.831,0.316,0.191,0.416,0.367
RL001510,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,"This ONE skill will make you ₹50 LPA, guaranteed!",,Cybersecurity terminal showing network commands,Kannada-English,0.96,,,,Career,hype,Motivation,Beginner,68,CR000049,2025-01-09T18:13:51,0.539,0.975,0.17,0.135,0.453,0.245
RL001511,How ML Engineers Deploy Models,Learn how ml engineers deploy models in under a minute,"Here's how APIs behaves at scale, and the trade-offs engineers make in production systems.",,Two laptops side by side for a spec comparison,Bengali,0.94,,GraphQL|Elasticsearch,,Mobile Development,tech_educational,Learning,Advanced,21,CR000057,2025-01-02T23:59:01,0.473,0.339,0.51,0.582,0.417,0.304
RL001512,Comedy moment that broke the internet,Comedy content - just for laughs,"Ee video alli navu Microservices bagge nodona. First, microservices basics, then a quick example with real code.",,Movie clip montage with trending audio,Kannada-English,0.88,,,,Comedy,entertainment,Humor,Intermediate,8,CR000018,2025-07-03T04:40:41,0.211,0.432,0.242,0.249,0.222,0.762
RL001513,REST explained simply,Learn rest explained simply in under a minute,"Ee video lo manam Algorithms gurinchi chuddam. First, algorithms basics, then a quick example with real code.",,Gaming setup with GPU comparison on screen,Telugu-English,0.79,,,,DevOps,tech_educational,Project Help,Beginner,9,CR000072,2025-07-28T04:20:54,0.701,0.182,0.755,0.395,0.577,0.223
RL001514,Gaming moment that broke the internet,Gaming content - just for laughs,"Here's how DSA behaves at scale, and the trade-offs engineers make in production systems.",,Dance/lipsync trend clip,English,0.76,,,,Gaming,entertainment,Entertainment,Advanced,78,CR000012,2025-04-15T01:43:22,0.232,0.512,0.284,0.177,0.18,0.956
RL001515,Why Rust's Ownership Model Prevents Memory Bugs,Learn why rust's ownership model prevents memory bugs in under a minute,"Aaj hum dekhenge ki PHP kaise kaam karta hai. First, php basics, then a quick example with real code.",// PHP example,Laptop screen showing PHP code in an IDE,Hindi-English,0.82,PHP|C++,Nginx,,Cybersecurity,tech_educational,Project Help,Beginner,89,CR000056,2025-09-29T22:25:10,0.614,0.606,0.6,0.533,0.542,0.321
RL001516,10 AI tools that will GUARANTEE you a job in 2026!!!,10 AI tools that will GUARANTEE you a job in 2026!!!,10 AI tools that will GUARANTEE you a job in 2027!!!,,Person explaining AWS architecture using a whiteboard,Kannada-English,0.82,,,,AI/ML,hype,Promotion,Intermediate,50,CR000080,2025-04-05T05:03:15,0.082,0.796,0.273,0.057,0.152,0.229
RL001517,C# developers be like,POV: debugging C# at 2am,When your C# code works on the first try but you have no idea why. Every developer knows this feeling.,,Split-screen code and output comparison,Telugu-English,0.85,C#,,,Software Engineering,programming_meme,Entertainment,Advanced,66,CR000072,2025-04-22T18:50:08,0.318,0.657,0.228,0.144,0.195,0.794
RL001518,Career Roadmaps,Career Roadmaps - what nobody tells you,"If you're preparing for placements, don't just memorize Java answers - understand how it actually works under the hood.",public static void main(String[] args),Laptop screen showing Java code in an IDE,English,0.8,Java,,,Career,career,Motivation,Intermediate,52,CR000050,2025-07-13T07:06:14,0.364,0.346,0.318,0.67,0.469,0.237
RL001519,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,10 AI tools that will GUARANTEE you a job in 2026!!!,,Two laptops side by side for a spec comparison,Telugu-English,0.97,,,,AI/ML,hype,Promotion,Intermediate,64,CR000093,2025-04-08T07:35:03,0.596,0.894,0.062,0.216,0.289,0.25
RL001520,10 AI tools that will GUARANTEE you a job in 2027!!!,10 AI tools that will GUARANTEE you a job in 2027!!!,"This ONE skill will make you ₹50 LPA, guaranteed!",,Cybersecurity terminal showing network commands,Kannada-English,0.89,,,,AI/ML,hype,Motivation,Intermediate,10,CR000076,2025-07-31T13:15:47,0.045,0.442,0.194,0.049,0.065,0.064
RL001521,Technical Interviews,Technical Interviews - what nobody tells you,"If you're preparing for placements, don't just memorize HLD answers - understand how it actually works under the hood.",,Cybersecurity terminal showing network commands,Telugu,0.96,,,,Career,career,Interview Preparation,Intermediate,74,CR000046,2025-08-25T00:31:06,0.291,0.26,0.289,0.742,0.233,0.305
RL001522,Cloud News update (2026),Latest in Cloud News,"Let's break down the basics of Dart step by step, starting from what it actually is.",,Whiteboard diagram explaining system architecture,English,0.86,Dart,Nginx|Docker,,Technology News,tech_news,News,Beginner,13,CR000048,2025-02-02T05:33:48,0.621,0.229,0.192,0.181,0.427,0.144
RL001523,Programming developers be like,POV: debugging Programming at 2am,When your Backend code works on the first try but you have no idea why. Every developer knows this feeling.,,Two laptops side by side for a spec comparison,English,0.82,,,,Software Engineering,programming_meme,Entertainment,Advanced,78,CR000009,2025-01-23T18:03:47,0.421,0.268,0.286,0.26,0.36,0.897
RL001524,Memes moment that broke the internet,Memes content - just for laughs,"If you're preparing for placements, don't just memorize Mobile Development answers - understand how it actually works under the hood.",,Dance/lipsync trend clip,English,0.82,,,,Memes,entertainment,Entertainment,Intermediate,71,CR000035,2025-11-30T20:48:36,0.487,0.308,0.182,0.143,0.305,0.841
RL001525,"This ONE skill will make you ₹50 LPA, guaranteed!","This ONE skill will make you ₹50 LPA, guaranteed!",5 tools that will REPLACE every programmer by 2026,,Person explaining AWS architecture using a whiteboard,English,0.77,,,,Career,hype,Promotion,Beginner,24,CR000036,2025-04-30T13:02:11,0.011,0.755,0.132,0.074,0.0,0.211
RL001526,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"Let's break down the basics of Cloud step by step, starting from what it actually is.",,Movie clip montage with trending audio,Malayalam,0.95,,,,Celebrity Fiction,entertainment,Humor,Beginner,82,CR000037,2025-01-12T04:22:55,0.79,0.078,0.289,0.254,0.49,0.888
RL001527,Dart developers be like,POV: debugging Dart at 2am,When your Dart code works on the first try but you have no idea why. Every developer knows this feeling.,,Terminal window running Dart commands,English,0.91,Dart|Python|C,,,Software Engineering,programming_meme,Entertainment,Beginner,87,CR000029,2025-11-05T16:20:09,0.508,0.048,0.108,0.297,0.535,0.78
RL001528,PHP developers be like,POV: debugging PHP at 2am,When your PHP code works on the first try but you have no idea why. Every developer knows this feeling.,,Terminal window running PHP commands,English,0.84,PHP,,,Software Engineering,programming_meme,Entertainment,Beginner,13,CR000068,2025-04-19T13:26:49,0.708,0.158,0.208,0.099,0.58,0.87
RL001529,Movies moment that broke the internet,Movies content - just for laughs,"Ee video alli navu Data Structures bagge nodona. First, data structures basics, then a quick example with real code.",,Funny reaction clip with captions,Kannada-English,0.82,,,,Movies,entertainment,Humor,Beginner,28,CR000063,2025-08-22T02:37:51,0.853,0.159,0.061,0.11,0.705,0.956
RL001530,Cricket moment that broke the internet,Cricket content - just for laughs,"Here's how R behaves at scale, and the trade-offs engineers make in production systems.",// R example,Stadium crowd celebrating a goal/wicket,English,0.84,R,,,Cricket,entertainment,Entertainment,Advanced,34,CR000052,2025-07-04T09:49:14,0.716,0.295,0.207,0.14,0.508,0.863
RL001531,AI News update (2025),Latest in AI News,"Ee video lo manam Go gurinchi chuddam. First, go basics, then a quick example with real code.",,Whiteboard diagram explaining system architecture,Telugu-English,0.79,Go|C#,PostgreSQL|Git,,Technology News,tech_news,News,Advanced,13,CR000001,2025-06-12T07:55:11,0.242,0.196,0.26,0.191,0.137,0.321
RL001532,Football moment that broke the internet,Football content - just for laughs,"Let's break down the basics of Networking step by step, starting from what it actually is.",,Stadium crowd celebrating a goal/wicket,English,0.9,,,,Football,entertainment,Entertainment,Beginner,18,CR000063,2025-08-23T10:55:05,0.824,0.168,0.208,0.1,0.742,0.773
RL001533,Memes moment that broke the internet,Memes content - just for laughs,"Indha video la naam Algorithms pathi parkalam. First, algorithms basics, then a quick example with real code.",,Dance/lipsync trend clip,Tamil-English,0.92,,,,Memes,entertainment,Entertainment,Beginner,43,CR000049,2025-09-29T20:36:07,0.268,0.191,0.163,0.139,0.156,0.898
RL001534,REST vs GraphQL: What to Use When,Learn rest vs graphql: what to use when in under a minute,"If you're preparing for placements, don't just memorize PHP answers - understand how it actually works under the hood.",// PHP example,Terminal window running PHP commands,English,0.93,PHP,,,Backend,tech_educational,Project Help,Intermediate,18,CR000018,2025-05-30T13:07:10,0.607,0.304,0.682,0.49,0.431,0.184
